ID,SurveyLanguage,GeoLocation,TimeToComplete,Consent,SituationNormal,Age,Gender,Student,Education,HHSize,HHRooms,RationCard,Radio,TV,Laptop,Toilet,Fridge,AC,Vehicle,LiveInPune,Ward,Source,RoundOne,RoundTwo,EconomyNormal,Medical,Earning,Unemployment,PercentUnemployed,WFHAbility,IncomeChange,IncomePercent,PandemicEnd,ImportanceTesting,SelfPositive,SelfSymptoms,SelfLikelihood,WaitSymptoms,OtherWaitSymptoms,HHPositive,NonHHPositive,CloseDeath,PuneLikelihood,TrueNumber,ImportanceVaccine,Vaccinated,SelfBooster,KnowVaccinated,PuneVaccinated,VirusAfterVaccine,AfterVaccineLikelihood,PunePercentUnvaccinated,PuneVaccine,SelfFear,FearDecay,PsychologyNormal,SituationStatic,SituationDynamic,ThirdWaveEnd,ThirdWavePeakMonth,ThirdWavePeakDate,ThirdWavePeakCases,FourthWave,TotalWaves,SelfInformation,OtherInformation,ImportanceMaskWearing,SelfMaskUsage,OtherMaskUsage,MaskNotNeeded,ImportanceSocialDistancing,PeopleMet,OtherMet,ImportanceLockdown,LockdownOpinions,LengthLockdown,LockdownNotNeeded,TimesHomeLeft,OtherTimesHomeLeft,TimesCrowdedPlace,OtherTimesCrowdedPlace,SelfVigilance,OtherVigilance,Songs,OtherSongs,PeopleKnown,OtherPeopleKnown,Runs,Weight,OtherWeight,Languages,LanguagesWorld,OtherLanguagesWorld,RoomDensity,SuperiorityWaitSymptom,SuperiorityMaskUsage,SuperiorityInformation,SuperiorityMet,SuperiorityTimesHomeLeft,SuperiorityTimesCrowdedPlace,SuperiorityVigilance,SuperioritySongs,SuperiorityPeopleKnown,SuperiorityWeight,SuperiorityLanguagesWorld
13246310098.0,1.0,"18.4945286,73.8467404",1390232.0,1.0,20.0,24.0,2.0,1.0,6.0,3.0,5.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,16.0,1.0,2.0,7.0,2.0,2.0,2.0,4.0,1.0,3.0,6.0,17.0,2.0,3.0,1.0,12.0,6.0,4.0,2.0,1.0,2.0,11.0,30000.0,1.0,2.0,9.0,1.0,6.0,1.0,11.0,1.0,13.0,4.0,4.0,1.0,3.0,3.0,6.0,1.0,31.0,2500.0,10.0,8.0,1.0,1.0,3.0,11.0,10.0,20.0,2.0,4.0,19.0,3.0,1.0,8.0,20.0,21.0,11.0,21.0,13.0,1.0,2.0,5.0,3.0,4.0,10.0,200.0,200.0,3.0,1000.0,10000.0,2.0,1.6666666666666667,2.0,1.0,0.0,-15.0,10.0,8.0,-1.0,2.0,-6.0,197.0,9998.0
13279988046.0,1.0,,2761.0,1.0,10.0,21.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,16.0,1.0,1.0,14.0,2.0,1.0,2.0,5.0,3.0,4.0,8.0,18.0,2.0,1.0,1.0,5.0,3.0,5.0,2.0,1.0,1.0,7.0,10000.0,1.0,2.0,14.0,1.0,7.0,1.0,4.0,3.0,14.0,3.0,4.0,19.0,2.0,3.0,8.0,2.0,10.0,2800.0,11.0,3.0,1.0,2.0,1.0,11.0,8.0,19.0,1.0,16.0,21.0,2.0,1.0,16.0,15.0,11.0,16.0,4.0,7.0,1.0,2.0,4.0,2.0,15.0,15.0,173.0,1000.0,2.0,20.0,3000.0,4.0,1.6666666666666667,-2.0,3.0,-1.0,-5.0,-5.0,-3.0,-1.0,2.0,0.0,998.0,2996.0
13280002358.0,2.0,,877.0,1.0,16.0,36.0,2.0,2.0,6.0,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,1.0,2.0,2.0,17.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,15.0,2.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,5.0,20000.0,2.0,2.0,11.0,1.0,10.0,1.0,10.0,2.0,7.0,2.0,5.0,18.0,3.0,2.0,11.0,1.0,31.0,3000.0,1.0,1.0,2.0,2.0,1.0,10.0,9.0,18.0,2.0,5.0,6.0,3.0,1.0,11.0,18.0,5.0,5.0,2.0,3.0,2.0,3.0,5.0,4.0,20.0,100.0,130.0,90.0,4.0,30.0,120.0,4.0,1.3333333333333333,-1.0,1.0,0.0,-1.0,0.0,-1.0,-1.0,1.0,-80.0,86.0,116.0
13279997258.0,1.0,,1192.0,1.0,16.0,65.0,2.0,2.0,5.0,3.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,16.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,16.0,1.0,1.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,9.0,9100.0,1.0,2.0,3.0,1.0,9.0,1.0,6.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3333333333333333,-2.0,,,,,,,,,,
13279983035.0,2.0,,896.0,1.0,3.0,28.0,1.0,2.0,6.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,15.0,2.0,1.0,2.0,4.0,2.0,3.0,6.0,14.0,2.0,1.0,3.0,1.0,3.0,4.0,1.0,1.0,1.0,8.0,25000.0,1.0,2.0,7.0,1.0,8.0,1.0,6.0,4.0,20.0,3.0,5.0,9.0,2.0,2.0,6.0,1.0,20.0,8000.0,12.0,2.0,1.0,1.0,1.0,11.0,8.0,14.0,1.0,6.0,6.0,3.0,3.0,1.0,1.0,8.0,8.0,8.0,8.0,1.0,2.0,,,,,,,,,,,1.0,-1.0,3.0,0.0,0.0,0.0,0.0,-1.0,,,,
13279979050.0,1.0,,999.0,1.0,1.0,60.0,1.0,2.0,5.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,5.0,16.0,2.0,2.0,13.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,4.0,3.0,1.0,11.0,3.0,1.0,1.0,1.0,11.0,10000.0,3.0,2.0,10.0,1.0,10.0,1.0,8.0,1.0,5.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,30.0,2000.0,1.0,8.0,3.0,3.0,2.0,11.0,6.0,1.0,3.0,52.0,52.0,4.0,1.0,1.0,1.0,22.0,22.0,11.0,11.0,2.0,2.0,6.0,3.0,5.0,5.0,200.0,700.0,3.0,1500.0,10000.0,3.0,1.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,697.0,9997.0
13279974593.0,2.0,,1281.0,1.0,19.0,46.0,1.0,2.0,6.0,6.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,17.0,4.0,1.0,1.0,19.0,2.0,1.0,2.0,4.0,3.0,4.0,5.0,19.0,2.0,2.0,1.0,9.0,6.0,6.0,2.0,1.0,1.0,8.0,15000.0,1.0,2.0,8.0,1.0,7.0,1.0,11.0,7.0,13.0,2.0,6.0,19.0,2.0,2.0,7.0,3.0,10.0,4000.0,13.0,4.0,3.0,4.0,2.0,11.0,8.0,19.0,2.0,13.0,6.0,2.0,1.0,11.0,19.0,22.0,6.0,22.0,22.0,3.0,3.0,6.0,4.0,20.0,6.0,120.0,1099.0,3.0,100.0,200.0,4.0,0.5,0.0,3.0,-1.0,7.0,16.0,0.0,0.0,2.0,14.0,1096.0,196.0
13279990274.0,2.0,"18.4926377,73.8156949",144.0,1.0,4.0,45.0,1.0,2.0,4.0,4.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,17.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5,,,,,,,,,,,
13279985738.0,1.0,,263.0,1.0,11.0,50.0,2.0,1.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,7.0,16.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
13279965103.0,1.0,,1358.0,1.0,17.0,41.0,2.0,2.0,6.0,1.0,2.0,4.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,16.0,2.0,2.0,19.0,2.0,1.0,2.0,4.0,3.0,2.0,6.0,18.0,1.0,1.0,3.0,2.0,2.0,6.0,2.0,1.0,1.0,8.0,70000.0,1.0,2.0,13.0,1.0,8.0,1.0,10.0,3.0,16.0,2.0,3.0,19.0,2.0,2.0,8.0,2.0,21.0,7000.0,13.0,3.0,1.0,2.0,1.0,11.0,6.0,19.0,1.0,21.0,51.0,2.0,1.0,16.0,18.0,8.0,21.0,3.0,16.0,1.0,2.0,6.0,3.0,1000.0,2000.0,200.0,160.0,4.0,70.0,1000.0,2.0,2.0,-4.0,5.0,-1.0,-30.0,-13.0,-13.0,-1.0,3.0,-1000.0,156.0,998.0
13279971220.0,1.0,,845.0,1.0,6.0,46.0,2.0,1.0,6.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,1.0,2.0,14.0,1.0,1.0,2.0,4.0,3.0,4.0,9.0,6.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,9.0,10000.0,1.0,2.0,14.0,1.0,8.0,1.0,10.0,2.0,13.0,3.0,3.0,14.0,2.0,2.0,10.0,1.0,21.0,8000.0,1.0,1.0,1.0,1.0,1.0,11.0,8.0,14.0,1.0,11.0,11.0,3.0,3.0,9.0,14.0,9.0,9.0,2.0,2.0,1.0,2.0,5.0,4.0,50.0,50.0,150.0,200.0,4.0,28.0,500.0,2.0,1.0,-2.0,3.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,196.0,498.0
13279949084.0,2.0,,2454.0,1.0,14.0,50.0,1.0,2.0,6.0,4.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,1.0,2.0,2.0,13.0,2.0,1.0,2.0,2.0,2.0,3.0,6.0,14.0,2.0,2.0,1.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,16000.0,2.0,2.0,1.0,1.0,8.0,1.0,9.0,11.0,16.0,3.0,4.0,1.0,2.0,3.0,9.0,2.0,15.0,6000.0,10.0,4.0,2.0,3.0,1.0,11.0,7.0,14.0,1.0,6.0,11.0,2.0,1.0,16.0,14.0,11.0,16.0,1.0,6.0,2.0,4.0,5.0,4.0,400.0,100.0,200.0,200.0,4.0,30.0,100.0,4.0,1.25,2.0,4.0,-1.0,-5.0,-5.0,-5.0,-2.0,1.0,300.0,196.0,96.0
13279961230.0,1.0,"18.5065919,73.8359543",1555.0,1.0,3.0,53.0,2.0,2.0,6.0,5.0,8.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,17.0,16.0,1.0,1.0,17.0,2.0,1.0,2.0,8.0,2.0,4.0,9.0,13.0,2.0,2.0,1.0,4.0,5.0,5.0,2.0,1.0,1.0,9.0,25000.0,1.0,2.0,5.0,1.0,8.0,1.0,3.0,4.0,13.0,2.0,4.0,11.0,3.0,2.0,9.0,1.0,31.0,2000.0,1.0,1.0,1.0,2.0,1.0,11.0,8.0,13.0,1.0,16.0,52.0,3.0,1.0,1.0,1.0,8.0,22.0,2.0,22.0,1.0,2.0,4.0,2.0,50.0,45.0,15.0,90.0,4.0,3.0,5.0,2.0,1.6,0.0,3.0,-1.0,-36.0,-14.0,-20.0,-1.0,2.0,5.0,86.0,3.0
13279971698.0,1.0,"18.512835,73.842171",623.0,1.0,19.0,25.0,1.0,2.0,6.0,4.0,2.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,13.0,16.0,2.0,2.0,19.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,19.0,2.0,3.0,1.0,4.0,3.0,6.0,2.0,1.0,2.0,7.0,11000.0,1.0,2.0,9.0,1.0,10.0,1.0,5.0,2.0,13.0,3.0,2.0,19.0,3.0,2.0,8.0,2.0,10.0,20000.0,14.0,3.0,2.0,2.0,1.0,9.0,8.0,19.0,3.0,51.0,51.0,2.0,2.0,15.0,11.0,22.0,14.0,8.0,7.0,1.0,2.0,6.0,4.0,50.0,10.0,160.0,140.0,2.0,35.0,1200.0,2.0,0.5,-3.0,1.0,0.0,0.0,8.0,1.0,-1.0,2.0,40.0,138.0,1198.0
13279967388.0,1.0,,907.0,1.0,5.0,72.0,1.0,2.0,6.0,8.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,16.0,2.0,2.0,14.0,2.0,1.0,2.0,3.0,2.0,3.0,5.0,14.0,1.0,3.0,2.0,1.0,3.0,6.0,1.0,1.0,1.0,1.0,25000.0,2.0,1.0,2.0,1.0,8.0,2.0,3.0,2.0,6.0,3.0,1.0,18.0,3.0,2.0,11.0,2.0,10.0,10000.0,1.0,1.0,1.0,2.0,2.0,11.0,7.0,18.0,2.0,9.0,21.0,4.0,3.0,1.0,1.0,4.0,11.0,4.0,8.0,2.0,2.0,6.0,3.0,1000.0,250.0,200.0,700.0,3.0,1800.0,5000.0,3.0,0.75,-3.0,4.0,-1.0,-12.0,-7.0,-4.0,0.0,3.0,750.0,697.0,4997.0
13279961279.0,1.0,"18.5182861,73.8503175",1104.0,1.0,5.0,24.0,2.0,1.0,5.0,4.0,4.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,16.0,16.0,1.0,2.0,5.0,2.0,2.0,2.0,6.0,1.0,3.0,5.0,5.0,2.0,3.0,1.0,11.0,5.0,3.0,1.0,1.0,1.0,9.0,20000.0,1.0,2.0,7.0,1.0,7.0,2.0,6.0,5.0,14.0,3.0,4.0,18.0,2.0,2.0,9.0,2.0,15.0,2000.0,1.0,1.0,1.0,2.0,1.0,11.0,8.0,18.0,1.0,16.0,13.0,3.0,3.0,1.0,1.0,11.0,9.0,3.0,5.0,1.0,2.0,5.0,3.0,30.0,50.0,200.0,200.0,4.0,50.0,100.0,4.0,1.0,2.0,3.0,-1.0,3.0,2.0,-2.0,-1.0,2.0,-20.0,196.0,96.0
13279961151.0,1.0,,645.0,1.0,18.0,59.0,2.0,2.0,5.0,5.0,6.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,15.0,16.0,1.0,2.0,17.0,2.0,1.0,2.0,8.0,3.0,3.0,10.0,18.0,1.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,1.0,10.0,9117.0,1.0,2.0,6.0,1.0,9.0,1.0,4.0,2.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0.0,,,,,,,,,,
13279953218.0,1.0,,452.0,1.0,4.0,61.0,2.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,1.0,3.0,3.0,17.0,1.0,2.0,3.0,9.0,4.0,4.0,2.0,1.0,1.0,9.0,20000.0,1.0,2.0,4.0,1.0,10.0,1.0,5.0,2.0,13.0,2.0,4.0,19.0,3.0,2.0,6.0,1.0,1.0,5000.0,7.0,5.0,1.0,2.0,1.0,7.0,7.0,18.0,1.0,5.0,31.0,3.0,1.0,8.0,18.0,4.0,6.0,3.0,7.0,1.0,1.0,,,,,,,,,,,0.8,0.0,0.0,-1.0,-26.0,-2.0,-4.0,0.0,,,,
13279930667.0,2.0,,2000.0,1.0,9.0,36.0,2.0,2.0,6.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,2.0,6.0,2.0,2.0,2.0,5.0,1.0,4.0,7.0,9.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,1.0,2.0,9.0,5000.0,1.0,2.0,6.0,1.0,8.0,1.0,7.0,3.0,14.0,2.0,9.0,18.0,3.0,1.0,6.0,1.0,17.0,16000.0,1.0,1.0,3.0,3.0,1.0,11.0,8.0,19.0,1.0,14.0,26.0,4.0,1.0,3.0,6.0,10.0,16.0,3.0,8.0,1.0,2.0,5.0,4.0,13.0,20.0,100.0,150.0,4.0,20.0,30.0,2.0,0.8,-3.0,3.0,0.0,-12.0,-6.0,-5.0,-1.0,1.0,-7.0,146.0,28.0
13279955440.0,1.0,,22.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279932422.0,1.0,,158.0,1.0,19.0,25.0,1.0,2.0,6.0,4.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,12.0,16.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5,,,,,,,,,,,
13279918308.0,1.0,,1103.0,1.0,1.0,57.0,1.0,1.0,6.0,4.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,4.0,4.0,1.0,1.0,1.0,9.0,10000.0,2.0,2.0,8.0,1.0,7.0,1.0,8.0,1.0,5.0,3.0,10.0,14.0,4.0,1.0,6.0,2.0,15.0,3000.0,1.0,1.0,1.0,3.0,1.0,10.0,9.0,9.0,3.0,52.0,26.0,4.0,3.0,1.0,1.0,22.0,22.0,8.0,11.0,1.0,1.0,6.0,3.0,100.0,100.0,275.0,500.0,4.0,1000.0,4000.0,2.0,1.5,0.0,1.0,-2.0,26.0,0.0,-3.0,0.0,3.0,0.0,496.0,3998.0
13279897298.0,2.0,"18.5033362,73.8298548",2418.0,1.0,13.0,70.0,2.0,2.0,6.0,5.0,5.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,15.0,2.0,2.0,2.0,5.0,1.0,3.0,9.0,13.0,2.0,1.0,3.0,1.0,2.0,6.0,2.0,1.0,2.0,9.0,30000.0,2.0,2.0,3.0,1.0,7.0,1.0,8.0,2.0,11.0,2.0,4.0,13.0,2.0,2.0,6.0,2.0,15.0,5000.0,9.0,2.0,2.0,3.0,1.0,11.0,8.0,19.0,2.0,6.0,16.0,3.0,3.0,4.0,14.0,4.0,6.0,3.0,6.0,1.0,3.0,7.0,4.0,100.0,100.0,1000.0,300.0,3.0,50.0,5000.0,2.0,1.0,-4.0,3.0,-1.0,-10.0,-2.0,-3.0,-2.0,3.0,0.0,297.0,4998.0
13279916477.0,2.0,,750.0,1.0,19.0,24.0,2.0,2.0,5.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,17.0,4.0,1.0,1.0,19.0,2.0,1.0,2.0,5.0,3.0,2.0,3.0,19.0,1.0,2.0,1.0,7.0,6.0,11.0,1.0,1.0,1.0,1.0,8000.0,1.0,1.0,7.0,1.0,8.0,2.0,4.0,4.0,10.0,3.0,4.0,19.0,2.0,3.0,11.0,2.0,15.0,2000.0,11.0,3.0,1.0,2.0,1.0,10.0,9.0,20.0,1.0,52.0,52.0,2.0,4.0,19.0,13.0,6.0,8.0,6.0,8.0,1.0,3.0,6.0,3.0,30.0,50.0,175.0,300.0,2.0,500.0,2000.0,4.0,1.0,-5.0,1.0,-1.0,0.0,-2.0,-2.0,-2.0,3.0,-20.0,298.0,1996.0
13279904094.0,2.0,,2176.0,1.0,6.0,54.0,1.0,2.0,5.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,5.0,4.0,2.0,2.0,8.0,2.0,1.0,2.0,3.0,3.0,4.0,9.0,6.0,1.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,30000.0,1.0,2.0,5.0,1.0,10.0,1.0,3.0,1.0,13.0,3.0,5.0,14.0,2.0,3.0,9.0,2.0,10.0,10000.0,1.0,1.0,2.0,2.0,1.0,11.0,10.0,14.0,1.0,52.0,52.0,2.0,2.0,8.0,14.0,7.0,5.0,2.0,7.0,1.0,2.0,5.0,3.0,200.0,500.0,250.0,1800.0,2.0,45.0,1000.0,4.0,0.8,0.0,1.0,0.0,0.0,2.0,-5.0,-1.0,2.0,-300.0,1798.0,996.0
13279913588.0,1.0,,16.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279891107.0,1.0,,978.0,1.0,4.0,62.0,2.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.0,16.0,2.0,2.0,4.0,2.0,1.0,2.0,5.0,2.0,3.0,5.0,4.0,2.0,2.0,1.0,6.0,3.0,4.0,1.0,1.0,1.0,6.0,20000.0,2.0,2.0,4.0,1.0,10.0,1.0,7.0,3.0,8.0,3.0,9.0,9.0,3.0,1.0,8.0,2.0,8.0,8000.0,14.0,3.0,1.0,2.0,1.0,11.0,9.0,10.0,1.0,10.0,17.0,3.0,3.0,5.0,11.0,6.0,8.0,2.0,6.0,1.0,2.0,4.0,4.0,300.0,500.0,800.0,100.0,4.0,16.0,59.0,4.0,1.3333333333333333,-1.0,2.0,-1.0,-7.0,-2.0,-4.0,-1.0,0.0,-200.0,96.0,55.0
13279879364.0,1.0,,1729.0,1.0,7.0,56.0,2.0,2.0,6.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,16.0,2.0,2.0,7.0,2.0,1.0,2.0,6.0,2.0,4.0,6.0,7.0,2.0,1.0,1.0,10.0,3.0,8.0,2.0,1.0,2.0,9.0,20000.0,1.0,2.0,5.0,1.0,6.0,1.0,6.0,4.0,13.0,4.0,4.0,14.0,3.0,2.0,6.0,2.0,4.0,10000.0,1.0,1.0,2.0,2.0,1.0,11.0,6.0,13.0,1.0,4.0,11.0,3.0,2.0,1.0,13.0,5.0,11.0,3.0,12.0,1.0,3.0,9.0,4.0,200.0,300.0,400.0,200.0,4.0,70.0,300.0,4.0,1.0,-5.0,5.0,0.0,-7.0,-6.0,-9.0,-2.0,5.0,-100.0,196.0,296.0
13279896316.0,2.0,,36.0,1.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279878797.0,2.0,,1167.0,1.0,11.0,43.0,1.0,2.0,6.0,5.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,14.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,11.0,2.0,2.0,1.0,10.0,4.0,6.0,1.0,1.0,2.0,1.0,10000.0,1.0,2.0,8.0,1.0,8.0,1.0,11.0,2.0,13.0,3.0,16.0,11.0,3.0,2.0,5.0,1.0,28.0,2000.0,8.0,2.0,2.0,2.0,1.0,11.0,7.0,18.0,2.0,16.0,16.0,4.0,1.0,1.0,1.0,16.0,16.0,4.0,11.0,1.0,3.0,6.0,3.0,25.0,30.0,225.0,300.0,4.0,25.0,150.0,4.0,0.8,-2.0,4.0,0.0,0.0,0.0,-7.0,-2.0,3.0,-5.0,296.0,146.0
13279893221.0,1.0,,58.0,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13279881768.0,2.0,,811.0,1.0,20.0,54.0,1.0,2.0,5.0,6.0,6.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,16.0,2.0,2.0,14.0,2.0,2.0,1.0,7.0,1.0,5.0,8.0,20.0,4.0,1.0,2.0,8.0,1.0,8.0,1.0,1.0,1.0,10.0,3000.0,2.0,2.0,9.0,1.0,8.0,1.0,9.0,1.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-7.0,,,,,,,,,,
13279888605.0,2.0,,159.0,1.0,6.0,38.0,2.0,2.0,5.0,4.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,
13279858903.0,2.0,,2119.0,1.0,13.0,41.0,2.0,2.0,5.0,3.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,14.0,2.0,1.0,2.0,4.0,2.0,4.0,5.0,13.0,1.0,2.0,1.0,7.0,5.0,3.0,1.0,1.0,1.0,8.0,30000.0,1.0,2.0,5.0,1.0,7.0,1.0,8.0,2.0,13.0,4.0,16.0,19.0,2.0,4.0,7.0,2.0,5.0,15000.0,14.0,3.0,1.0,2.0,1.0,11.0,9.0,18.0,1.0,52.0,52.0,3.0,3.0,16.0,13.0,11.0,11.0,6.0,6.0,1.0,3.0,6.0,4.0,2000.0,500.0,150.0,350.0,4.0,120.0,6000.0,4.0,1.3333333333333333,2.0,2.0,-1.0,0.0,0.0,0.0,-2.0,2.0,1500.0,346.0,5996.0
13279871568.0,1.0,"18.4845995,73.855473",1058.0,1.0,4.0,48.0,2.0,2.0,6.0,3.0,4.0,5.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,14.0,16.0,2.0,2.0,18.0,2.0,2.0,2.0,4.0,2.0,3.0,5.0,13.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,9.0,10000.0,1.0,2.0,7.0,1.0,7.0,1.0,5.0,2.0,14.0,3.0,4.0,1.0,3.0,1.0,1.0,2.0,6.0,2000.0,1.0,1.0,1.0,2.0,1.0,11.0,8.0,19.0,1.0,6.0,11.0,4.0,3.0,1.0,1.0,15.0,21.0,1.0,5.0,1.0,2.0,5.0,4.0,500.0,600.0,200.0,300.0,4.0,23.0,350.0,2.0,1.3333333333333333,0.0,3.0,-1.0,-5.0,-6.0,-4.0,-1.0,1.0,-100.0,296.0,348.0
13279872024.0,2.0,,935.0,1.0,13.0,37.0,2.0,2.0,6.0,5.0,3.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,6.0,17.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,1.0,4.0,1.0,13.0,2.0,1.0,3.0,1.0,4.0,8.0,1.0,1.0,1.0,9.0,0.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,10.0,13.0,2.0,16.0,13.0,2.0,2.0,5.0,1.0,20.0,2000.0,1.0,1.0,3.0,3.0,1.0,11.0,4.0,13.0,1.0,4.0,11.0,2.0,1.0,19.0,13.0,3.0,16.0,2.0,22.0,2.0,4.0,8.0,2.0,20.0,50.0,200.0,40.0,4.0,50.0,10000.0,4.0,0.6,-4.0,7.0,0.0,-7.0,-13.0,-20.0,-2.0,6.0,-30.0,36.0,9996.0
